date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:05	7578/7578	---M--	200	added ('OK')	image/jpeg	etag:%2234d1-58f0054a18ec5%22	http://www.vasterad.com/themes/listeo_082019/images/blog-widget-03.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-widget-03.jpg	(from http://www.vasterad.com/themes/listeo_082019/pages-blog.html)
23:06:07	8099/8099	---M--	200	added ('OK')	image/jpeg	etag:%223d32-58f005498ccae%22	http://www.vasterad.com/themes/listeo_082019/images/blog-widget-02.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-widget-02.jpg	(from http://www.vasterad.com/themes/listeo_082019/pages-blog.html)
23:06:09	6948/6948	---M--	200	added ('OK')	image/jpeg	etag:%222f1c-58f005495c35f%22	http://www.vasterad.com/themes/listeo_082019/images/blog-widget-01.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-widget-01.jpg	(from http://www.vasterad.com/themes/listeo_082019/pages-blog.html)
23:06:16	147865/147865	---M--	200	added ('OK')	image/jpeg	etag:%2224199-58f00548c5d3b%22	http://www.vasterad.com/themes/listeo_082019/images/blog-post-02.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-post-02.jpg	(from http://www.vasterad.com/themes/listeo_082019/pages-blog.html)
23:06:16	109366/109366	---M--	200	added ('OK')	image/jpeg	etag:%221ab36-58f00548d0d01%22	http://www.vasterad.com/themes/listeo_082019/images/blog-post-03.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-post-03.jpg	(from http://www.vasterad.com/themes/listeo_082019/pages-blog.html)
23:06:17	5339/5339	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214db-58f0056b201bc%22	http://www.vasterad.com/themes/listeo_082019/scripts/jquery.countdown.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/jquery.countdown.min.js	(from http://www.vasterad.com/themes/listeo_082019/pages-coming-soon.html)
23:06:19	40847/40847	---MCZ	200	added ('OK')	application/javascript	etag:W/%229f8f-58f00569c10cd%22	http://www.vasterad.com/themes/listeo_082019/scripts/isotope.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/isotope.min.js	(from http://www.vasterad.com/themes/listeo_082019/pages-masonry-filtering.html)
23:06:20	90096/90096	---M--	200	added ('OK')	image/jpeg	etag:%221c580-58f00557d1374%22	http://www.vasterad.com/themes/listeo_082019/images/our-office.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/our-office.jpg	(from http://www.vasterad.com/themes/listeo_082019/pages-contact.html)
23:06:31	66624/66624	---MCZ	200	added ('OK')	text/html	etag:%2210440-58f0053acb218-gzip%22	http://www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont.woff2?v=4.6.3	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont5b62.html	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:40	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211497-58f00538e64a1%22	http://www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont.eot?v=4.6.3	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont5b62.eot	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:40	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211497-58f00538e64a1%22	http://www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont.eot?	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfontd41d.eot	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:46	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259430-58f005392d54c%22	http://www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont.svg?v=4.6.3	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont5b62.svg	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:47	83588/83588	---M--	200	added ('OK')	application/x-font-woff	etag:%2214684-58f0053a2e27d%22	http://www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont.woff?v=4.6.3	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont5b62.woff	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:52	46736/46736	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b690-58f005422a023%22	http://www.vasterad.com/themes/listeo_082019/fonts/simple-line-icons.eot?thkwh4	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/simple-line-iconsc05f.eot	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:55	46532/46532	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b5c4-58f00543e9029%22	http://www.vasterad.com/themes/listeo_082019/fonts/simple-line-icons.ttf?thkwh4	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/simple-line-iconsc05f.ttf	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:06:59	177091/177091	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222b3c3-58f00543531d5%22	http://www.vasterad.com/themes/listeo_082019/fonts/simple-line-icons.svg?thkwh4	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/simple-line-iconsc05f.svg	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:07:01	46608/46608	---M--	200	added ('OK')	application/x-font-woff	etag:%22b610-58f0054467f52%22	http://www.vasterad.com/themes/listeo_082019/fonts/simple-line-icons.woff?thkwh4	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/simple-line-iconsc05f.woff	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:07:05	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	etag:%2222af8-58f00539eb821%22	http://www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont.ttf?v=4.6.3	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/fontawesome-webfont5b62.ttf	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:08:24	1177572/1177572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211f7e4-58f0053e716a3%22	http://www.vasterad.com/themes/listeo_082019/fonts/iconsmind.eot?-rdmvgc	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/iconsmindca27.eot	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:08:27	1177572/1177572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211f7e4-58f0053e716a3%22	http://www.vasterad.com/themes/listeo_082019/fonts/iconsmind.eot?	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/iconsmindd41d.eot	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:08:34	1177484/1177484	---MCZ	200	added ('OK')	application/x-font-woff	etag:%2211f78c-58f0054306753-gzip%22	http://www.vasterad.com/themes/listeo_082019/fonts/iconsmind.woff?-rdmvgc	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/iconsmindca27.woff	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:08:36	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:34%20GMT	http://www.vasterad.com/themes/listeo_082019/css/plugins/openhand.cur	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/plugins/openhand.be.delayed	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:38	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:36%20GMT	http://www.vasterad.com/themes/listeo_082019/css/plugins/closedhand.cur	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/plugins/closedhand.cur	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:41	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:38%20GMT	http://www.vasterad.com/themes/listeo_082019/css/assets/gridtile.png	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/assets/gridtile.png	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:44	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:41%20GMT	http://www.vasterad.com/themes/listeo_082019/css/assets/gridtile_white.png	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/assets/gridtile_white.png	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:47	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:44%20GMT	http://www.vasterad.com/themes/listeo_082019/css/assets/gridtile_3x3.png	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/assets/gridtile_3x3.png	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:50	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:47%20GMT	http://www.vasterad.com/themes/listeo_082019/css/assets/gridtile_3x3_white.png	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/assets/gridtile_3x3_white.png	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:55	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:50%20GMT	http://www.vasterad.com/themes/listeo_082019/css/assets/coloredbg.png	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/assets/coloredbg.png	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:08:58	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202020%2021:08:55%20GMT	http://www.vasterad.com/themes/listeo_082019/css/img/loading.gif	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/css/img/loading.gif	(from http://www.vasterad.com/themes/listeo_082019/css/plugins/revolutionslider.css)
23:09:06	3689312/3689312	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22384b60-58f005412297c%22	http://www.vasterad.com/themes/listeo_082019/fonts/iconsmind.svg?-rdmvgc	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/iconsmindca27.svg	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
23:09:54	2918146/2918146	---M--	200	added ('OK')	video/mp4	etag:%222c8702-58f00559fa69e%22	http://www.vasterad.com/themes/listeo_082019/images/main-search-video.mp4	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/main-search-video.mp4	(from http://www.vasterad.com/themes/listeo_082019/index-5.html)
23:10:16	1177408/1177408	---M--	200	added ('OK')	application/x-font-ttf	etag:%2211f740-58f00540e1a78%22	http://www.vasterad.com/themes/listeo_082019/fonts/iconsmind.ttf?-rdmvgc	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/fonts/iconsmindca27.ttf	(from http://www.vasterad.com/themes/listeo_082019/css/icons.css)
